ds,Airports,Class,y
10/21/1991,MEL-BNE,Business,388
10/28/1991,MEL-BNE,Business,349
11/4/1991,MEL-BNE,Business,269
11/11/1991,MEL-BNE,Business,348
11/18/1991,MEL-BNE,Business,330
11/25/1991,MEL-BNE,Business,319
12/2/1991,MEL-BNE,Business,331
12/9/1991,MEL-BNE,Business,288
12/16/1991,MEL-BNE,Business,252
12/23/1991,MEL-BNE,Business,118
12/30/1991,MEL-BNE,Business,108
1/6/1992,MEL-BNE,Business,164
1/13/1992,MEL-BNE,Business,207
1/20/1992,MEL-BNE,Business,213
1/27/1992,MEL-BNE,Business,238
2/3/1992,MEL-BNE,Business,280
2/10/1992,MEL-BNE,Business,298
2/17/1992,MEL-BNE,Business,320
2/24/1992,MEL-BNE,Business,380
3/2/1992,MEL-BNE,Business,398
3/9/1992,MEL-BNE,Business,368
3/16/1992,MEL-BNE,Business,355
3/23/1992,MEL-BNE,Business,1421
3/30/1992,MEL-BNE,Business,1520
4/6/1992,MEL-BNE,Business,1688
4/13/1992,MEL-BNE,Business,1532
4/20/1992,MEL-BNE,Business,1278
4/27/1992,MEL-BNE,Business,1719
5/4/1992,MEL-BNE,Business,1210
5/11/1992,MEL-BNE,Business,1437
5/18/1992,MEL-BNE,Business,1384
5/25/1992,MEL-BNE,Business,1253
6/1/1992,MEL-BNE,Business,1047
6/8/1992,MEL-BNE,Business,1065
6/15/1992,MEL-BNE,Business,1193
6/22/1992,MEL-BNE,Business,790
6/29/1992,MEL-BNE,Business,714
7/6/1992,MEL-BNE,Business,765
7/13/1992,MEL-BNE,Business,710
7/20/1992,MEL-BNE,Business,716
7/27/1992,MEL-BNE,Business,550
8/3/1992,MEL-BNE,Business,600
8/10/1992,MEL-BNE,Business,607
8/17/1992,MEL-BNE,Business,553
8/24/1992,MEL-BNE,Business,579
8/31/1992,MEL-BNE,Business,547
9/7/1992,MEL-BNE,Business,558
9/14/1992,MEL-BNE,Business,578
9/21/1992,MEL-BNE,Business,515
9/28/1992,MEL-BNE,Business,641
10/5/1992,MEL-BNE,Business,518
10/12/1992,MEL-BNE,Business,564
10/19/1992,MEL-BNE,Business,643
10/26/1992,MEL-BNE,Business,565
11/2/1992,MEL-BNE,Business,510
11/9/1992,MEL-BNE,Business,531
11/16/1992,MEL-BNE,Business,585
11/23/1992,MEL-BNE,Business,609
6/29/1987,MEL-BNE,Economy,4545
7/6/1987,MEL-BNE,Economy,4809
7/13/1987,MEL-BNE,Economy,4660
7/20/1987,MEL-BNE,Economy,4023
7/27/1987,MEL-BNE,Economy,4075
8/3/1987,MEL-BNE,Economy,4020
8/10/1987,MEL-BNE,Economy,4041
8/17/1987,MEL-BNE,Economy,4015
8/24/1987,MEL-BNE,Economy,4293
8/31/1987,MEL-BNE,Economy,4536
9/7/1987,MEL-BNE,Economy,4781
9/14/1987,MEL-BNE,Economy,5328
9/28/1987,MEL-BNE,Economy,5797
10/5/1987,MEL-BNE,Economy,4757
10/12/1987,MEL-BNE,Economy,4180
10/19/1987,MEL-BNE,Economy,4155
10/26/1987,MEL-BNE,Economy,4219
11/2/1987,MEL-BNE,Economy,3621
11/9/1987,MEL-BNE,Economy,3683
11/16/1987,MEL-BNE,Economy,3704
11/23/1987,MEL-BNE,Economy,3775
11/30/1987,MEL-BNE,Economy,3648
12/7/1987,MEL-BNE,Economy,3633
12/14/1987,MEL-BNE,Economy,3934
12/21/1987,MEL-BNE,Economy,4741
12/28/1987,MEL-BNE,Economy,4661
1/4/1988,MEL-BNE,Economy,4906
1/4/1988,MEL-BNE,Economy,5327
1/11/1988,MEL-BNE,Economy,5158
1/18/1988,MEL-BNE,Economy,3724
1/25/1988,MEL-BNE,Economy,3838
2/1/1988,MEL-BNE,Economy,3308
2/8/1988,MEL-BNE,Economy,3526
2/15/1988,MEL-BNE,Economy,2908
2/22/1988,MEL-BNE,Economy,3582
2/29/1988,MEL-BNE,Economy,3457
3/7/1988,MEL-BNE,Economy,3437
3/14/1988,MEL-BNE,Economy,4419
3/21/1988,MEL-BNE,Economy,4601
3/28/1988,MEL-BNE,Economy,3762
4/4/1988,MEL-BNE,Economy,3844
4/11/1988,MEL-BNE,Economy,3437
4/18/1988,MEL-BNE,Economy,3397
4/25/1988,MEL-BNE,Economy,4244
5/2/1988,MEL-BNE,Economy,4060
5/9/1988,MEL-BNE,Economy,4434
5/16/1988,MEL-BNE,Economy,4558
5/23/1988,MEL-BNE,Economy,4068
5/30/1988,MEL-BNE,Economy,4000
6/6/1988,MEL-BNE,Economy,4245
6/13/1988,MEL-BNE,Economy,5297
6/20/1988,MEL-BNE,Economy,6278
6/27/1988,MEL-BNE,Economy,6108
7/4/1988,MEL-BNE,Economy,5574
7/11/1988,MEL-BNE,Economy,5154
7/18/1988,MEL-BNE,Economy,4938
7/25/1988,MEL-BNE,Economy,5541
8/1/1988,MEL-BNE,Economy,5458
8/8/1988,MEL-BNE,Economy,5300
8/15/1988,MEL-BNE,Economy,5865
8/22/1988,MEL-BNE,Economy,6064
8/29/1988,MEL-BNE,Economy,6776
9/5/1988,MEL-BNE,Economy,7145
9/12/1988,MEL-BNE,Economy,6262
9/19/1988,MEL-BNE,Economy,7165
9/26/1988,MEL-BNE,Economy,4576
10/3/1988,MEL-BNE,Economy,5601
10/10/1988,MEL-BNE,Economy,5148
10/17/1988,MEL-BNE,Economy,5131
10/24/1988,MEL-BNE,Economy,4348
10/31/1988,MEL-BNE,Economy,4133
11/7/1988,MEL-BNE,Economy,4321
11/14/1988,MEL-BNE,Economy,4048
11/21/1988,MEL-BNE,Economy,3616
11/28/1988,MEL-BNE,Economy,4006
12/5/1988,MEL-BNE,Economy,4554
12/12/1988,MEL-BNE,Economy,4770
12/19/1988,MEL-BNE,Economy,3269
12/26/1988,MEL-BNE,Economy,4869
1/2/1989,MEL-BNE,Economy,4057
1/9/1989,MEL-BNE,Economy,4609
1/16/1989,MEL-BNE,Economy,4322
1/23/1989,MEL-BNE,Economy,3752
1/30/1989,MEL-BNE,Economy,3597
2/6/1989,MEL-BNE,Economy,3922
2/13/1989,MEL-BNE,Economy,3653
2/20/1989,MEL-BNE,Economy,4343
2/27/1989,MEL-BNE,Economy,4203
3/6/1989,MEL-BNE,Economy,4910
3/13/1989,MEL-BNE,Economy,4898
3/20/1989,MEL-BNE,Economy,4445
3/27/1989,MEL-BNE,Economy,4908
4/3/1989,MEL-BNE,Economy,4685
4/10/1989,MEL-BNE,Economy,4551
4/17/1989,MEL-BNE,Economy,3938
4/24/1989,MEL-BNE,Economy,3974
5/1/1989,MEL-BNE,Economy,3668
5/8/1989,MEL-BNE,Economy,3943
5/15/1989,MEL-BNE,Economy,4266
5/22/1989,MEL-BNE,Economy,3715
5/29/1989,MEL-BNE,Economy,4075
6/5/1989,MEL-BNE,Economy,4298
6/12/1989,MEL-BNE,Economy,4785
6/19/1989,MEL-BNE,Economy,5430
6/26/1989,MEL-BNE,Economy,5880
7/3/1989,MEL-BNE,Economy,5379
7/10/1989,MEL-BNE,Economy,3966
7/17/1989,MEL-BNE,Economy,4321
7/24/1989,MEL-BNE,Economy,4111
7/31/1989,MEL-BNE,Economy,3878
8/7/1989,MEL-BNE,Economy,3778
8/14/1989,MEL-BNE,Economy,1895
8/21/1989,MEL-BNE,Economy,0
8/28/1989,MEL-BNE,Economy,0
9/4/1989,MEL-BNE,Economy,0
9/11/1989,MEL-BNE,Economy,0
9/18/1989,MEL-BNE,Economy,0
9/25/1989,MEL-BNE,Economy,0
10/2/1989,MEL-BNE,Economy,0
10/9/1989,MEL-BNE,Economy,1183
10/16/1989,MEL-BNE,Economy,1496
10/23/1989,MEL-BNE,Economy,1507
10/30/1989,MEL-BNE,Economy,1216
11/6/1989,MEL-BNE,Economy,3109
11/13/1989,MEL-BNE,Economy,3389
11/20/1989,MEL-BNE,Economy,3391
11/27/1989,MEL-BNE,Economy,3411
12/4/1989,MEL-BNE,Economy,3104
12/11/1989,MEL-BNE,Economy,4765
12/18/1989,MEL-BNE,Economy,3406
12/25/1989,MEL-BNE,Economy,4670
1/1/1990,MEL-BNE,Economy,5173
1/8/1990,MEL-BNE,Economy,5714
1/15/1990,MEL-BNE,Economy,4595
1/22/1990,MEL-BNE,Economy,5361
1/29/1990,MEL-BNE,Economy,4441
2/5/1990,MEL-BNE,Economy,4939
2/12/1990,MEL-BNE,Economy,4836
2/19/1990,MEL-BNE,Economy,4830
2/26/1990,MEL-BNE,Economy,4403
3/5/1990,MEL-BNE,Economy,4599
3/12/1990,MEL-BNE,Economy,4474
3/19/1990,MEL-BNE,Economy,4549
3/26/1990,MEL-BNE,Economy,4619
4/2/1990,MEL-BNE,Economy,5961
4/9/1990,MEL-BNE,Economy,4996
4/16/1990,MEL-BNE,Economy,5301
4/23/1990,MEL-BNE,Economy,5190
4/30/1990,MEL-BNE,Economy,4166
5/7/1990,MEL-BNE,Economy,3813
5/14/1990,MEL-BNE,Economy,3882
5/21/1990,MEL-BNE,Economy,4206
5/28/1990,MEL-BNE,Economy,3815
6/4/1990,MEL-BNE,Economy,4332
6/11/1990,MEL-BNE,Economy,4411
6/18/1990,MEL-BNE,Economy,4687
6/25/1990,MEL-BNE,Economy,5495
7/2/1990,MEL-BNE,Economy,5718
7/9/1990,MEL-BNE,Economy,5836
7/16/1990,MEL-BNE,Economy,4772
7/23/1990,MEL-BNE,Economy,4663
7/30/1990,MEL-BNE,Economy,5001
8/6/1990,MEL-BNE,Economy,4866
8/13/1990,MEL-BNE,Economy,4740
8/20/1990,MEL-BNE,Economy,4612
8/27/1990,MEL-BNE,Economy,5047
9/3/1990,MEL-BNE,Economy,5463
9/10/1990,MEL-BNE,Economy,5987
9/17/1990,MEL-BNE,Economy,4854
9/24/1990,MEL-BNE,Economy,6073
10/1/1990,MEL-BNE,Economy,5950
10/8/1990,MEL-BNE,Economy,5354
10/15/1990,MEL-BNE,Economy,5167
10/22/1990,MEL-BNE,Economy,4959
10/29/1990,MEL-BNE,Economy,4900
11/5/1990,MEL-BNE,Economy,4573
11/12/1990,MEL-BNE,Economy,4669
11/19/1990,MEL-BNE,Economy,4480
11/26/1990,MEL-BNE,Economy,4907
12/3/1990,MEL-BNE,Economy,4468
12/10/1990,MEL-BNE,Economy,5812
12/17/1990,MEL-BNE,Economy,4937
12/24/1990,MEL-BNE,Economy,5569
1/7/1991,MEL-BNE,Economy,5830
1/14/1991,MEL-BNE,Economy,5767
1/21/1991,MEL-BNE,Economy,5531
1/28/1991,MEL-BNE,Economy,4589
2/4/1991,MEL-BNE,Economy,4728
2/11/1991,MEL-BNE,Economy,4488
2/18/1991,MEL-BNE,Economy,4198
2/25/1991,MEL-BNE,Economy,4729
3/4/1991,MEL-BNE,Economy,4375
3/11/1991,MEL-BNE,Economy,4349
3/18/1991,MEL-BNE,Economy,5006
3/25/1991,MEL-BNE,Economy,4571
4/1/1991,MEL-BNE,Economy,4585
4/8/1991,MEL-BNE,Economy,4989
4/15/1991,MEL-BNE,Economy,5371
4/22/1991,MEL-BNE,Economy,5329
4/29/1991,MEL-BNE,Economy,5349
5/6/1991,MEL-BNE,Economy,4427
5/13/1991,MEL-BNE,Economy,4840
5/20/1991,MEL-BNE,Economy,4545
5/27/1991,MEL-BNE,Economy,4261
6/3/1991,MEL-BNE,Economy,4860
6/10/1991,MEL-BNE,Economy,5379
6/17/1991,MEL-BNE,Economy,4852
6/24/1991,MEL-BNE,Economy,5415
7/1/1991,MEL-BNE,Economy,6099
7/8/1991,MEL-BNE,Economy,6954
7/15/1991,MEL-BNE,Economy,6812
7/22/1991,MEL-BNE,Economy,6075
7/29/1991,MEL-BNE,Economy,5107
8/5/1991,MEL-BNE,Economy,5609
8/12/1991,MEL-BNE,Economy,6115
8/19/1991,MEL-BNE,Economy,5985
8/26/1991,MEL-BNE,Economy,6318
9/2/1991,MEL-BNE,Economy,6483
9/9/1991,MEL-BNE,Economy,6918
9/16/1991,MEL-BNE,Economy,8444
9/23/1991,MEL-BNE,Economy,8066
9/30/1991,MEL-BNE,Economy,7675
10/7/1991,MEL-BNE,Economy,7320
10/14/1991,MEL-BNE,Economy,7128
10/21/1991,MEL-BNE,Economy,7418
10/28/1991,MEL-BNE,Economy,6560
11/4/1991,MEL-BNE,Economy,6141
11/11/1991,MEL-BNE,Economy,6641
11/18/1991,MEL-BNE,Economy,6915
11/25/1991,MEL-BNE,Economy,6870
12/2/1991,MEL-BNE,Economy,6767
12/9/1991,MEL-BNE,Economy,6905
12/16/1991,MEL-BNE,Economy,7062
12/23/1991,MEL-BNE,Economy,8605
12/30/1991,MEL-BNE,Economy,7494
1/6/1992,MEL-BNE,Economy,7792
1/13/1992,MEL-BNE,Economy,7700
1/20/1992,MEL-BNE,Economy,7052
1/27/1992,MEL-BNE,Economy,6054
2/3/1992,MEL-BNE,Economy,6076
2/10/1992,MEL-BNE,Economy,5529
2/17/1992,MEL-BNE,Economy,6017
2/24/1992,MEL-BNE,Economy,5972
3/2/1992,MEL-BNE,Economy,5524
3/9/1992,MEL-BNE,Economy,5841
3/16/1992,MEL-BNE,Economy,6105
3/23/1992,MEL-BNE,Economy,4919
3/30/1992,MEL-BNE,Economy,4657
4/6/1992,MEL-BNE,Economy,4863
4/13/1992,MEL-BNE,Economy,5045
4/20/1992,MEL-BNE,Economy,5246
4/27/1992,MEL-BNE,Economy,5661
5/4/1992,MEL-BNE,Economy,5539
5/11/1992,MEL-BNE,Economy,5426
5/18/1992,MEL-BNE,Economy,5468
5/25/1992,MEL-BNE,Economy,5560
6/1/1992,MEL-BNE,Economy,5961
6/8/1992,MEL-BNE,Economy,5659
6/15/1992,MEL-BNE,Economy,6400
6/22/1992,MEL-BNE,Economy,7072
6/29/1992,MEL-BNE,Economy,7932
7/6/1992,MEL-BNE,Economy,7950
7/13/1992,MEL-BNE,Economy,8125
7/20/1992,MEL-BNE,Economy,7714
7/27/1992,MEL-BNE,Economy,7047
8/3/1992,MEL-BNE,Economy,7441
8/10/1992,MEL-BNE,Economy,7469
8/17/1992,MEL-BNE,Economy,7065
8/24/1992,MEL-BNE,Economy,7339
8/31/1992,MEL-BNE,Economy,6978
9/7/1992,MEL-BNE,Economy,6984
9/14/1992,MEL-BNE,Economy,8475
9/21/1992,MEL-BNE,Economy,7960
9/28/1992,MEL-BNE,Economy,9532
10/5/1992,MEL-BNE,Economy,8400
10/12/1992,MEL-BNE,Economy,8131
10/19/1992,MEL-BNE,Economy,7492
10/26/1992,MEL-BNE,Economy,7709
11/2/1992,MEL-BNE,Economy,7134
11/9/1992,MEL-BNE,Economy,7291
11/16/1992,MEL-BNE,Economy,7372
11/23/1992,MEL-BNE,Economy,7475
6/29/1987,MEL-BNE,First,210
7/6/1987,MEL-BNE,First,251
7/13/1987,MEL-BNE,First,301
7/20/1987,MEL-BNE,First,261
7/27/1987,MEL-BNE,First,336
8/3/1987,MEL-BNE,First,256
8/10/1987,MEL-BNE,First,258
8/17/1987,MEL-BNE,First,253
8/24/1987,MEL-BNE,First,295
8/31/1987,MEL-BNE,First,287
9/7/1987,MEL-BNE,First,342
9/14/1987,MEL-BNE,First,245
9/28/1987,MEL-BNE,First,273
10/5/1987,MEL-BNE,First,272
10/12/1987,MEL-BNE,First,259
10/19/1987,MEL-BNE,First,290
10/26/1987,MEL-BNE,First,288
11/2/1987,MEL-BNE,First,227
11/9/1987,MEL-BNE,First,313
11/16/1987,MEL-BNE,First,277
11/23/1987,MEL-BNE,First,346
11/30/1987,MEL-BNE,First,323
12/7/1987,MEL-BNE,First,270
12/14/1987,MEL-BNE,First,214
12/21/1987,MEL-BNE,First,145
12/28/1987,MEL-BNE,First,109
1/4/1988,MEL-BNE,First,126
1/4/1988,MEL-BNE,First,188
1/11/1988,MEL-BNE,First,197
1/18/1988,MEL-BNE,First,201
1/25/1988,MEL-BNE,First,238
2/1/1988,MEL-BNE,First,241
2/8/1988,MEL-BNE,First,247
2/15/1988,MEL-BNE,First,195
2/22/1988,MEL-BNE,First,289
2/29/1988,MEL-BNE,First,274
3/7/1988,MEL-BNE,First,265
3/14/1988,MEL-BNE,First,294
3/21/1988,MEL-BNE,First,239
3/28/1988,MEL-BNE,First,177
4/4/1988,MEL-BNE,First,237
4/11/1988,MEL-BNE,First,307
4/18/1988,MEL-BNE,First,289
4/25/1988,MEL-BNE,First,293
5/2/1988,MEL-BNE,First,333
5/9/1988,MEL-BNE,First,363
5/16/1988,MEL-BNE,First,293
5/23/1988,MEL-BNE,First,250
5/30/1988,MEL-BNE,First,295
6/6/1988,MEL-BNE,First,239
6/13/1988,MEL-BNE,First,212
6/20/1988,MEL-BNE,First,280
6/27/1988,MEL-BNE,First,262
7/4/1988,MEL-BNE,First,378
7/11/1988,MEL-BNE,First,308
7/18/1988,MEL-BNE,First,319
7/25/1988,MEL-BNE,First,243
8/1/1988,MEL-BNE,First,287
8/8/1988,MEL-BNE,First,373
8/15/1988,MEL-BNE,First,328
8/22/1988,MEL-BNE,First,309
8/29/1988,MEL-BNE,First,359
9/5/1988,MEL-BNE,First,329
9/12/1988,MEL-BNE,First,306
9/19/1988,MEL-BNE,First,309
9/26/1988,MEL-BNE,First,212
10/3/1988,MEL-BNE,First,241
10/10/1988,MEL-BNE,First,242
10/17/1988,MEL-BNE,First,314
10/24/1988,MEL-BNE,First,271
10/31/1988,MEL-BNE,First,303
11/7/1988,MEL-BNE,First,287
11/14/1988,MEL-BNE,First,290
11/21/1988,MEL-BNE,First,295
11/28/1988,MEL-BNE,First,292
12/5/1988,MEL-BNE,First,321
12/12/1988,MEL-BNE,First,203
12/19/1988,MEL-BNE,First,82
12/26/1988,MEL-BNE,First,180
1/2/1989,MEL-BNE,First,142
1/9/1989,MEL-BNE,First,216
1/16/1989,MEL-BNE,First,231
1/23/1989,MEL-BNE,First,252
1/30/1989,MEL-BNE,First,303
2/6/1989,MEL-BNE,First,344
2/13/1989,MEL-BNE,First,259
2/20/1989,MEL-BNE,First,299
2/27/1989,MEL-BNE,First,288
3/6/1989,MEL-BNE,First,346
3/13/1989,MEL-BNE,First,321
3/20/1989,MEL-BNE,First,204
3/27/1989,MEL-BNE,First,369
4/3/1989,MEL-BNE,First,353
4/10/1989,MEL-BNE,First,344
4/17/1989,MEL-BNE,First,279
4/24/1989,MEL-BNE,First,294
5/1/1989,MEL-BNE,First,307
5/8/1989,MEL-BNE,First,308
5/15/1989,MEL-BNE,First,309
5/22/1989,MEL-BNE,First,299
5/29/1989,MEL-BNE,First,311
6/5/1989,MEL-BNE,First,275
6/12/1989,MEL-BNE,First,296
6/19/1989,MEL-BNE,First,309
6/26/1989,MEL-BNE,First,325
7/3/1989,MEL-BNE,First,278
7/10/1989,MEL-BNE,First,212
7/17/1989,MEL-BNE,First,297
7/24/1989,MEL-BNE,First,220
7/31/1989,MEL-BNE,First,286
8/7/1989,MEL-BNE,First,236
8/14/1989,MEL-BNE,First,104
8/21/1989,MEL-BNE,First,0
8/28/1989,MEL-BNE,First,0
9/4/1989,MEL-BNE,First,0
9/11/1989,MEL-BNE,First,0
9/18/1989,MEL-BNE,First,0
9/25/1989,MEL-BNE,First,0
10/2/1989,MEL-BNE,First,0
10/9/1989,MEL-BNE,First,12
10/16/1989,MEL-BNE,First,23
10/23/1989,MEL-BNE,First,50
10/30/1989,MEL-BNE,First,28
11/6/1989,MEL-BNE,First,30
11/13/1989,MEL-BNE,First,24
11/20/1989,MEL-BNE,First,25
11/27/1989,MEL-BNE,First,37
12/4/1989,MEL-BNE,First,20
12/11/1989,MEL-BNE,First,34
12/18/1989,MEL-BNE,First,12
12/25/1989,MEL-BNE,First,87
1/1/1990,MEL-BNE,First,101
1/8/1990,MEL-BNE,First,143
1/15/1990,MEL-BNE,First,96
1/22/1990,MEL-BNE,First,111
1/29/1990,MEL-BNE,First,118
2/5/1990,MEL-BNE,First,155
2/12/1990,MEL-BNE,First,123
2/19/1990,MEL-BNE,First,108
2/26/1990,MEL-BNE,First,199
3/5/1990,MEL-BNE,First,198
3/12/1990,MEL-BNE,First,204
3/19/1990,MEL-BNE,First,236
3/26/1990,MEL-BNE,First,233
4/2/1990,MEL-BNE,First,195
4/9/1990,MEL-BNE,First,168
4/16/1990,MEL-BNE,First,161
4/23/1990,MEL-BNE,First,251
4/30/1990,MEL-BNE,First,210
5/7/1990,MEL-BNE,First,219
5/14/1990,MEL-BNE,First,213
5/21/1990,MEL-BNE,First,219
5/28/1990,MEL-BNE,First,210
6/4/1990,MEL-BNE,First,187
6/11/1990,MEL-BNE,First,238
6/18/1990,MEL-BNE,First,194
6/25/1990,MEL-BNE,First,180
7/2/1990,MEL-BNE,First,185
7/9/1990,MEL-BNE,First,189
7/16/1990,MEL-BNE,First,189
7/23/1990,MEL-BNE,First,177
7/30/1990,MEL-BNE,First,223
8/6/1990,MEL-BNE,First,189
8/13/1990,MEL-BNE,First,156
8/20/1990,MEL-BNE,First,203
8/27/1990,MEL-BNE,First,195
9/3/1990,MEL-BNE,First,213
9/10/1990,MEL-BNE,First,181
9/17/1990,MEL-BNE,First,171
9/24/1990,MEL-BNE,First,243
10/1/1990,MEL-BNE,First,194
10/8/1990,MEL-BNE,First,233
10/15/1990,MEL-BNE,First,226
10/22/1990,MEL-BNE,First,212
10/29/1990,MEL-BNE,First,185
11/5/1990,MEL-BNE,First,182
11/12/1990,MEL-BNE,First,187
11/19/1990,MEL-BNE,First,225
11/26/1990,MEL-BNE,First,186
12/3/1990,MEL-BNE,First,162
12/10/1990,MEL-BNE,First,164
12/17/1990,MEL-BNE,First,85
12/24/1990,MEL-BNE,First,110
1/7/1991,MEL-BNE,First,101
1/14/1991,MEL-BNE,First,136
1/21/1991,MEL-BNE,First,187
1/28/1991,MEL-BNE,First,109
2/4/1991,MEL-BNE,First,144
2/11/1991,MEL-BNE,First,199
2/18/1991,MEL-BNE,First,133
2/25/1991,MEL-BNE,First,149
3/4/1991,MEL-BNE,First,158
3/11/1991,MEL-BNE,First,147
3/18/1991,MEL-BNE,First,170
3/25/1991,MEL-BNE,First,150
4/1/1991,MEL-BNE,First,161
4/8/1991,MEL-BNE,First,160
4/15/1991,MEL-BNE,First,167
4/22/1991,MEL-BNE,First,149
4/29/1991,MEL-BNE,First,204
5/6/1991,MEL-BNE,First,136
5/13/1991,MEL-BNE,First,129
5/20/1991,MEL-BNE,First,172
5/27/1991,MEL-BNE,First,139
6/3/1991,MEL-BNE,First,127
6/10/1991,MEL-BNE,First,125
6/17/1991,MEL-BNE,First,109
6/24/1991,MEL-BNE,First,165
7/1/1991,MEL-BNE,First,161
7/8/1991,MEL-BNE,First,158
7/15/1991,MEL-BNE,First,187
7/22/1991,MEL-BNE,First,147
7/29/1991,MEL-BNE,First,127
8/5/1991,MEL-BNE,First,140
8/12/1991,MEL-BNE,First,146
8/19/1991,MEL-BNE,First,181
8/26/1991,MEL-BNE,First,195
9/2/1991,MEL-BNE,First,146
9/9/1991,MEL-BNE,First,195
9/16/1991,MEL-BNE,First,178
9/23/1991,MEL-BNE,First,238
9/30/1991,MEL-BNE,First,149
10/7/1991,MEL-BNE,First,189
10/14/1991,MEL-BNE,First,158
10/21/1991,MEL-BNE,First,158
10/28/1991,MEL-BNE,First,174
11/4/1991,MEL-BNE,First,171
11/11/1991,MEL-BNE,First,178
11/18/1991,MEL-BNE,First,174
11/25/1991,MEL-BNE,First,155
12/2/1991,MEL-BNE,First,151
12/9/1991,MEL-BNE,First,193
12/16/1991,MEL-BNE,First,154
12/23/1991,MEL-BNE,First,51
12/30/1991,MEL-BNE,First,58
1/6/1992,MEL-BNE,First,126
1/13/1992,MEL-BNE,First,100
1/20/1992,MEL-BNE,First,134
1/27/1992,MEL-BNE,First,125
2/3/1992,MEL-BNE,First,306
2/10/1992,MEL-BNE,First,343
2/17/1992,MEL-BNE,First,421
2/24/1992,MEL-BNE,First,356
3/2/1992,MEL-BNE,First,359
3/9/1992,MEL-BNE,First,344
3/16/1992,MEL-BNE,First,408
3/23/1992,MEL-BNE,First,435
3/30/1992,MEL-BNE,First,347
4/6/1992,MEL-BNE,First,386
4/13/1992,MEL-BNE,First,346
4/20/1992,MEL-BNE,First,300
4/27/1992,MEL-BNE,First,372
5/4/1992,MEL-BNE,First,358
5/11/1992,MEL-BNE,First,390
5/18/1992,MEL-BNE,First,388
5/25/1992,MEL-BNE,First,393
6/1/1992,MEL-BNE,First,315
6/8/1992,MEL-BNE,First,372
6/15/1992,MEL-BNE,First,288
6/22/1992,MEL-BNE,First,315
6/29/1992,MEL-BNE,First,316
7/6/1992,MEL-BNE,First,343
7/13/1992,MEL-BNE,First,323
7/20/1992,MEL-BNE,First,271
7/27/1992,MEL-BNE,First,298
8/3/1992,MEL-BNE,First,327
8/10/1992,MEL-BNE,First,319
8/17/1992,MEL-BNE,First,291
8/24/1992,MEL-BNE,First,352
8/31/1992,MEL-BNE,First,340
9/7/1992,MEL-BNE,First,352
9/14/1992,MEL-BNE,First,306
9/21/1992,MEL-BNE,First,325
9/28/1992,MEL-BNE,First,336
10/5/1992,MEL-BNE,First,326
10/12/1992,MEL-BNE,First,315
10/19/1992,MEL-BNE,First,330
10/26/1992,MEL-BNE,First,308
11/2/1992,MEL-BNE,First,296
11/9/1992,MEL-BNE,First,310
11/16/1992,MEL-BNE,First,299
11/23/1992,MEL-BNE,First,328
7/10/1989,MEL-OOL,Business,31
7/17/1989,MEL-OOL,Business,54
7/24/1989,MEL-OOL,Business,47
7/31/1989,MEL-OOL,Business,57
8/7/1989,MEL-OOL,Business,72
8/14/1989,MEL-OOL,Business,70
8/21/1989,MEL-OOL,Business,0
8/28/1989,MEL-OOL,Business,0
9/4/1989,MEL-OOL,Business,0
9/11/1989,MEL-OOL,Business,0
9/18/1989,MEL-OOL,Business,0
9/25/1989,MEL-OOL,Business,0
10/2/1989,MEL-OOL,Business,0
10/9/1989,MEL-OOL,Business,0
10/16/1989,MEL-OOL,Business,0
10/30/1989,MEL-OOL,Business,0
11/6/1989,MEL-OOL,Business,0
11/13/1989,MEL-OOL,Business,0
11/20/1989,MEL-OOL,Business,0
11/27/1989,MEL-OOL,Business,6
12/4/1989,MEL-OOL,Business,0
12/11/1989,MEL-OOL,Business,10
12/18/1989,MEL-OOL,Business,31
12/25/1989,MEL-OOL,Business,14
1/1/1990,MEL-OOL,Business,69
1/8/1990,MEL-OOL,Business,20
1/15/1990,MEL-OOL,Business,15
1/22/1990,MEL-OOL,Business,27
1/29/1990,MEL-OOL,Business,19
2/5/1990,MEL-OOL,Business,30
2/12/1990,MEL-OOL,Business,29
2/19/1990,MEL-OOL,Business,15
2/26/1990,MEL-OOL,Business,49
3/5/1990,MEL-OOL,Business,45
3/12/1990,MEL-OOL,Business,35
3/19/1990,MEL-OOL,Business,49
3/26/1990,MEL-OOL,Business,25
4/2/1990,MEL-OOL,Business,68
4/9/1990,MEL-OOL,Business,64
4/16/1990,MEL-OOL,Business,52
4/23/1990,MEL-OOL,Business,54
4/30/1990,MEL-OOL,Business,33
5/7/1990,MEL-OOL,Business,23
5/14/1990,MEL-OOL,Business,41
5/21/1990,MEL-OOL,Business,50
5/28/1990,MEL-OOL,Business,44
6/4/1990,MEL-OOL,Business,53
6/11/1990,MEL-OOL,Business,55
6/18/1990,MEL-OOL,Business,30
6/25/1990,MEL-OOL,Business,51
7/2/1990,MEL-OOL,Business,59
7/9/1990,MEL-OOL,Business,80
7/16/1990,MEL-OOL,Business,49
7/23/1990,MEL-OOL,Business,38
7/30/1990,MEL-OOL,Business,47
8/6/1990,MEL-OOL,Business,54
8/13/1990,MEL-OOL,Business,57
8/20/1990,MEL-OOL,Business,57
8/27/1990,MEL-OOL,Business,35
9/3/1990,MEL-OOL,Business,41
9/10/1990,MEL-OOL,Business,62
9/17/1990,MEL-OOL,Business,75
9/24/1990,MEL-OOL,Business,58
